sample_id,mission_id,mission_name,timestamp,latitude,longitude,altitude,ph,ec,moisture,temperature,nitrogen,phosphorus,potassium,organic_carbon,soil_health_index,soil_texture,mulberry_variety,probe_depth_cm,battery_soc,raw_modbus_hex,rover_state
S2674,M009,Pre-Pruning Soil Health Verification,2026-09-16T03:18:54.345690,11.392514,77.734193,319.3,6.82,0.66,47.4,28.5,333.6,139.6,130.8,0.73,97.5,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01DA 011D 0294 0044 014E 008C 0083 A695,INTERROGATION
S2675,M009,Pre-Pruning Soil Health Verification,2026-09-16T03:36:54.345690,11.392644,77.733728,318.3,6.79,0.59,46.9,28.0,193.4,141.4,137.0,0.42,87.0,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01D5 0118 024E 0044 00C1 008D 0089 A7C1,INTERROGATION
S2676,M009,Pre-Pruning Soil Health Verification,2026-09-16T03:54:54.345690,11.391795,77.733732,319.7,7.26,1.57,49.8,28.8,320.8,133.0,133.2,0.72,90.3,Saline Sandy Clay,MR-2,15.0,45.0,01 03 0E 01F2 0120 0622 0049 0141 0085 0085 A23B,INTERROGATION
S2677,M009,Pre-Pruning Soil Health Verification,2026-09-16T04:12:54.345690,11.392745,77.734549,319.0,6.9,0.66,44.8,28.5,313.5,80.7,132.4,0.72,91.9,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01C0 011D 0294 0045 013A 0051 0084 A620,INTERROGATION
S2678,M009,Pre-Pruning Soil Health Verification,2026-09-16T04:30:54.345690,11.39168,77.734757,321.5,6.88,0.6,42.6,28.3,330.3,141.9,73.0,0.71,92.6,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01AA 011B 0258 0045 014A 008E 0049 A6E2,INTERROGATION
S2679,M009,Pre-Pruning Soil Health Verification,2026-09-16T04:48:54.345690,11.392352,77.734542,319.7,6.98,0.64,45.8,27.9,337.9,96.7,135.0,0.8,95.6,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01CA 0117 0280 0046 0152 0061 0087 A66C,INTERROGATION
S2680,M009,Pre-Pruning Soil Health Verification,2026-09-16T05:06:54.345690,11.391952,77.734121,319.3,6.2,0.58,50.8,27.9,320.0,124.2,127.6,0.71,91.5,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01FC 0117 0244 003E 0140 007C 0080 A6EE,INTERROGATION
S2681,M009,Pre-Pruning Soil Health Verification,2026-09-16T05:24:54.345690,11.391679,77.735036,321.6,6.88,0.61,38.2,29.7,325.9,135.3,90.6,0.68,92.1,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 017E 0129 0262 0045 0146 0087 005B A629,INTERROGATION
S2682,M009,Pre-Pruning Soil Health Verification,2026-09-16T05:42:54.345690,11.392759,77.735097,319.6,6.95,0.64,46.4,27.7,310.0,105.8,130.1,0.68,93.0,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01D0 0115 0280 0046 0136 006A 0082 A61E,INTERROGATION
S2683,M009,Pre-Pruning Soil Health Verification,2026-09-16T06:00:54.345690,11.392502,77.735089,320.1,6.85,0.64,43.5,28.2,330.6,101.3,137.9,0.78,95.5,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01B3 011A 0280 0044 014B 0065 008A A60A,INTERROGATION
S2684,M009,Pre-Pruning Soil Health Verification,2026-09-16T06:18:54.345690,11.392387,77.734774,320.0,7.04,0.63,45.1,27.4,316.7,89.6,133.1,0.71,92.7,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01C3 0112 0276 0046 013D 005A 0085 A6C0,INTERROGATION
S2685,M009,Pre-Pruning Soil Health Verification,2026-09-16T06:36:54.345690,11.392539,77.734926,319.9,7.01,0.63,45.4,27.6,320.1,79.0,132.0,0.67,91.4,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01C6 0114 0276 0046 0140 004F 0084 A6AA,INTERROGATION
S2686,M009,Pre-Pruning Soil Health Verification,2026-09-16T06:54:54.345690,11.39275,77.733575,318.0,6.86,0.62,50.5,28.0,210.5,135.4,135.6,0.51,88.5,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01F9 0118 026C 0045 00D2 0087 0088 A7D6,INTERROGATION
S2687,M009,Pre-Pruning Soil Health Verification,2026-09-16T07:12:54.345690,11.392767,77.734594,319.0,7.02,0.66,46.4,27.5,323.1,72.2,132.5,0.76,92.2,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01D0 0113 0294 0046 0143 0048 0084 A65D,INTERROGATION
S2688,M009,Pre-Pruning Soil Health Verification,2026-09-16T07:30:54.345690,11.392206,77.734909,320.3,6.99,0.65,42.6,28.0,316.0,105.1,134.9,0.72,94.1,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01AA 0118 028A 0046 013C 0069 0087 A66F,INTERROGATION
S2689,M009,Pre-Pruning Soil Health Verification,2026-09-16T07:48:54.345690,11.392871,77.73491,319.2,6.91,0.66,47.2,28.0,318.5,100.7,130.9,0.7,93.3,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01D8 0118 0294 0045 013E 0065 0083 A60A,INTERROGATION
S2690,M009,Pre-Pruning Soil Health Verification,2026-09-16T08:06:54.345690,11.392719,77.733735,318.2,6.97,0.67,47.1,27.8,202.8,129.6,132.4,0.49,87.1,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01D7 0116 029E 0046 00CB 0082 0084 A717,INTERROGATION
S2691,M009,Pre-Pruning Soil Health Verification,2026-09-16T08:24:54.345690,11.391387,77.733809,320.6,7.3,1.5,51.3,27.1,326.1,138.8,130.2,0.74,91.6,Saline Sandy Clay,MR-2,15.0,45.0,01 03 0E 0201 010F 05DC 0049 0146 008B 0082 A217,INTERROGATION
S2692,M009,Pre-Pruning Soil Health Verification,2026-09-16T08:42:54.345690,11.392385,77.733887,319.1,6.42,0.63,46.2,27.4,230.6,126.4,127.2,0.54,87.6,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01CE 0112 0276 0040 00E7 007E 007F A7CF,INTERROGATION
S2693,M009,Pre-Pruning Soil Health Verification,2026-09-16T09:00:54.345690,11.391413,77.733688,320.9,7.48,1.59,48.9,27.2,319.9,130.8,129.6,0.72,89.6,Saline Sandy Clay,MR-2,15.0,45.0,01 03 0E 01E9 0110 0636 004B 0140 0083 0082 A206,INTERROGATION
S2694,M009,Pre-Pruning Soil Health Verification,2026-09-16T09:18:54.345690,11.392919,77.734815,318.9,6.97,0.62,45.3,27.7,310.2,95.3,123.8,0.73,92.3,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01C5 0115 026C 0046 0136 005F 007C A62C,INTERROGATION
S2695,M009,Pre-Pruning Soil Health Verification,2026-09-16T09:36:54.345690,11.391377,77.733754,320.7,7.28,1.5,47.7,27.1,322.8,131.6,136.0,0.73,91.2,Saline Sandy Clay,MR-2,15.0,45.0,01 03 0E 01DD 010F 05DC 0049 0143 0084 0088 A1CB,INTERROGATION
S2696,M009,Pre-Pruning Soil Health Verification,2026-09-16T09:54:54.345690,11.391687,77.733676,320.0,7.61,1.75,48.7,27.8,333.7,134.2,130.6,0.71,87.9,Saline Sandy Clay,MR-2,15.0,45.0,01 03 0E 01E7 0116 06D6 004C 014E 0086 0083 A2E3,INTERROGATION
S2697,M009,Pre-Pruning Soil Health Verification,2026-09-16T10:12:54.345690,11.391937,77.734503,320.0,6.96,0.64,43.1,27.7,334.6,142.8,108.8,0.9,96.8,Rich Humus Loam,MR-2,15.0,45.0,01 03 0E 01AF 0115 0280 0046 014F 008F 006D A612,INTERROGATION
S2698,M009,Pre-Pruning Soil Health Verification,2026-09-16T10:30:54.345690,11.391864,77.734373,319.8,6.91,0.59,50.6,25.8,334.0,139.8,108.7,0.79,96.6,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01FA 0102 024E 0045 014E 008C 006D A69F,INTERROGATION
S2699,M009,Pre-Pruning Soil Health Verification,2026-09-16T10:48:54.345690,11.391653,77.734295,319.7,6.85,0.58,59.6,25.5,327.4,138.0,108.0,0.67,92.2,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 0254 00FF 0244 0044 0147 008A 006C A4C9,INTERROGATION
S2700,M009,Pre-Pruning Soil Health Verification,2026-09-16T11:06:54.345690,11.392912,77.734743,318.9,6.92,0.62,45.3,26.2,330.2,95.9,127.3,0.72,93.5,Red Sandy Loam,V1 (Victory-1),15.0,45.0,01 03 0E 01C5 0106 026C 0045 014A 0060 007F A67C,INTERROGATION
S2701,M010,Full Plantation Master Survey,2026-09-16T11:24:54.345690,11.391954,77.733779,319.4,6.59,1.23,46.8,26.2,312.3,129.3,133.2,0.75,92.6,Saline Sandy Clay,V1 (Victory-1),15.0,99.0,01 03 0E 01D4 0106 04CE 0042 0138 0081 0085 A0A1,INTERROGATION
S2702,M010,Full Plantation Master Survey,2026-09-16T11:42:54.345690,11.392549,77.7343,319.2,6.91,0.62,43.8,26.4,327.6,106.3,130.6,0.8,95.5,Red Sandy Loam,V1 (Victory-1),15.0,98.5,01 03 0E 01B6 0108 026C 0045 0148 006A 0083 A6F5,INTERROGATION
S2703,M010,Full Plantation Master Survey,2026-09-16T12:00:54.345690,11.392055,77.733751,319.6,6.27,0.63,45.2,26.5,323.2,126.5,126.9,0.62,91.5,Red Sandy Loam,V1 (Victory-1),15.0,98.1,01 03 0E 01C4 0109 0276 003F 0143 007E 007F A605,INTERROGATION
S2704,M010,Full Plantation Master Survey,2026-09-16T12:18:54.345690,11.391399,77.734128,320.8,6.8,0.6,48.1,25.7,329.7,137.0,127.8,0.69,96.4,Red Sandy Loam,V1 (Victory-1),15.0,97.7,01 03 0E 01E1 0101 0258 0044 014A 0089 0080 A67C,INTERROGATION
S2705,M010,Full Plantation Master Survey,2026-09-16T12:36:54.345690,11.391702,77.733701,320.1,7.46,1.74,45.7,26.1,327.9,127.7,139.3,0.76,89.8,Saline Sandy Clay,V1 (Victory-1),15.0,97.2,01 03 0E 01C9 0105 06CC 004B 0148 0080 008B A2CB,INTERROGATION
S2706,M010,Full Plantation Master Survey,2026-09-16T12:54:54.345690,11.391389,77.734149,320.9,6.9,0.59,48.8,26.2,316.0,136.2,125.9,0.69,95.5,Red Sandy Loam,V1 (Victory-1),15.0,96.8,01 03 0E 01E8 0106 024E 0045 013C 0088 007E A6EC,INTERROGATION
S2707,M010,Full Plantation Master Survey,2026-09-16T13:12:54.345690,11.392973,77.734486,318.5,6.96,0.6,46.2,25.7,321.8,112.6,128.0,0.74,94.7,Red Sandy Loam,V1 (Victory-1),15.0,96.3,01 03 0E 01CE 0101 0258 0046 0142 0071 0080 A6A1,INTERROGATION
S2708,M010,Full Plantation Master Survey,2026-09-16T13:30:54.345690,11.391855,77.733672,319.8,7.21,1.44,47.9,26.1,321.7,133.0,131.7,0.73,91.3,Saline Sandy Clay,V1 (Victory-1),15.0,95.8,01 03 0E 01DF 0105 05A0 0048 0142 0085 0084 A1B2,INTERROGATION
S2709,M010,Full Plantation Master Survey,2026-09-16T13:48:54.345690,11.392312,77.733736,319.0,6.61,0.59,46.1,25.7,225.8,136.0,132.1,0.6,90.2,Red Sandy Loam,V1 (Victory-1),15.0,95.4,01 03 0E 01CD 0101 024E 0042 00E2 0088 0084 A7ED,INTERROGATION
S2710,M010,Full Plantation Master Survey,2026-09-16T14:06:54.345690,11.392162,77.734201,319.4,6.27,0.63,46.8,25.9,324.8,125.4,132.7,0.81,94.2,Rich Humus Loam,V1 (Victory-1),15.0,95.0,01 03 0E 01D4 0103 0276 003F 0145 007D 0085 A6E0,INTERROGATION
S2711,M010,Full Plantation Master Survey,2026-09-16T14:24:54.345690,11.391766,77.734251,319.5,6.9,0.63,61.5,24.0,321.9,137.0,123.9,0.72,92.8,Clay Loam,V1 (Victory-1),15.0,94.5,01 03 0E 0267 00F0 0276 0045 0142 0089 007C A4D0,INTERROGATION
S2712,M010,Full Plantation Master Survey,2026-09-16T14:42:54.345690,11.392806,77.733309,317.6,6.86,0.63,43.0,25.4,272.2,135.3,131.6,0.58,92.2,Red Sandy Loam,V1 (Victory-1),15.0,94.0,01 03 0E 01AE 00FE 0276 0045 0110 0087 0084 A7B3,INTERROGATION
S2713,M010,Full Plantation Master Survey,2026-09-16T15:00:54.345690,11.391842,77.73386,319.7,6.89,1.38,44.9,25.4,321.0,122.4,130.1,0.67,90.1,Saline Sandy Clay,V1 (Victory-1),15.0,93.6,01 03 0E 01C1 00FE 0564 0045 0141 007A 0082 A064,INTERROGATION
S2714,M010,Full Plantation Master Survey,2026-09-16T15:18:54.345690,11.39175,77.735055,321.5,6.8,0.63,43.8,25.9,324.7,136.2,98.8,0.69,93.8,Red Sandy Loam,V1 (Victory-1),15.0,93.2,01 03 0E 01B6 0103 0276 0044 0145 0088 0063 A6EA,INTERROGATION
S2715,M010,Full Plantation Master Survey,2026-09-16T15:36:54.345690,11.392268,77.734315,319.6,6.86,0.6,48.1,25.5,348.1,115.5,140.4,0.84,98.0,Rich Humus Loam,V1 (Victory-1),15.0,92.7,01 03 0E 01E1 00FF 0258 0045 015C 0074 008C A764,INTERROGATION
S2716,M010,Full Plantation Master Survey,2026-09-16T15:54:54.345690,11.392621,77.734357,319.1,6.91,0.62,44.3,25.0,329.2,100.3,132.8,0.7,94.0,Red Sandy Loam,V1 (Victory-1),15.0,92.2,01 03 0E 01BB 00FA 026C 0045 0149 0064 0085 A703,INTERROGATION
S2717,M010,Full Plantation Master Survey,2026-09-16T16:12:54.345690,11.392456,77.734888,319.8,7.01,0.62,47.7,25.3,327.9,80.5,132.0,0.75,92.9,Red Sandy Loam,V1 (Victory-1),15.0,91.8,01 03 0E 01DD 00FD 026C 0046 0148 0050 0084 A755,INTERROGATION
S2718,M010,Full Plantation Master Survey,2026-09-16T16:30:54.345690,11.3929,77.734657,318.8,6.99,0.58,45.9,24.2,321.9,92.6,134.7,0.69,93.0,Red Sandy Loam,V1 (Victory-1),15.0,91.3,01 03 0E 01CB 00F2 0244 0046 0142 005D 0087 A760,INTERROGATION
S2719,M010,Full Plantation Master Survey,2026-09-16T16:48:54.345690,11.392225,77.734702,320.1,6.89,0.63,43.9,24.7,340.8,111.4,132.9,0.78,96.5,Red Sandy Loam,V1 (Victory-1),15.0,90.9,01 03 0E 01B7 00F7 0276 0045 0155 006F 0085 A70F,INTERROGATION
S2720,M010,Full Plantation Master Survey,2026-09-16T17:06:54.345690,11.392026,77.734139,319.6,6.08,0.61,50.4,25.0,319.3,121.7,131.1,0.71,90.1,Red Sandy Loam,V1 (Victory-1),15.0,90.5,01 03 0E 01F8 00FA 0262 003D 013F 007A 0083 A758,INTERROGATION
S2721,M010,Full Plantation Master Survey,2026-09-16T17:24:54.345690,11.392389,77.73465,319.8,6.99,0.61,43.2,24.6,332.1,78.7,133.4,0.7,92.5,Red Sandy Loam,V1 (Victory-1),15.0,90.0,01 03 0E 01B0 00F6 0262 0046 014C 004F 0085 A727,INTERROGATION
S2722,M010,Full Plantation Master Survey,2026-09-16T17:42:54.345690,11.39186,77.733669,319.7,7.32,1.47,46.4,24.7,323.7,127.4,127.1,0.76,90.8,Saline Sandy Clay,V1 (Victory-1),15.0,89.5,01 03 0E 01D0 00F7 05BE 0049 0144 007F 007F A057,INTERROGATION
S2723,M010,Full Plantation Master Survey,2026-09-16T18:00:54.345690,11.391805,77.734556,320.3,6.9,0.61,42.0,25.5,322.8,139.4,90.5,0.86,94.7,Rich Humus Loam,V1 (Victory-1),15.0,89.1,01 03 0E 01A4 00FF 0262 0045 0143 008B 005A A72D,INTERROGATION
S2724,M010,Full Plantation Master Survey,2026-09-16T18:18:54.345690,11.391679,77.73476,321.1,6.84,0.61,42.9,24.6,319.6,137.5,73.8,0.71,91.9,Red Sandy Loam,V1 (Victory-1),15.0,88.7,01 03 0E 01AD 00F6 0262 0044 0140 008A 004A A73E,INTERROGATION
S2725,M010,Full Plantation Master Survey,2026-09-16T18:36:54.345690,11.391436,77.734702,321.7,6.83,0.6,39.3,24.8,321.9,128.0,73.9,0.71,90.9,Red Sandy Loam,S36,15.0,88.2,01 03 0E 0189 00F8 0258 0044 0142 0080 004A A726,INTERROGATION
S2726,M010,Full Plantation Master Survey,2026-09-16T18:54:54.345690,11.391321,77.734929,322.2,6.84,0.61,40.7,24.3,332.1,138.6,101.1,0.73,95.0,Red Sandy Loam,S36,15.0,87.8,01 03 0E 0197 00F3 0262 0044 014C 008B 0065 A723,INTERROGATION
S2727,M010,Full Plantation Master Survey,2026-09-16T19:12:54.345690,11.392437,77.733774,318.9,6.72,0.59,46.7,25.0,207.0,139.9,132.7,0.48,88.1,Red Sandy Loam,S36,15.0,87.3,01 03 0E 01D3 00FA 024E 0043 00CF 008C 0085 A621,INTERROGATION
S2728,M010,Full Plantation Master Survey,2026-09-16T19:30:54.345690,11.392787,77.734288,318.6,6.89,0.55,46.4,24.4,316.6,134.8,135.8,0.79,97.4,Red Sandy Loam,S36,15.0,86.8,01 03 0E 01D0 00F4 0226 0045 013D 0087 0088 A7B6,INTERROGATION
S2729,M010,Full Plantation Master Survey,2026-09-16T19:48:54.345690,11.392353,77.733444,318.7,6.91,0.6,47.1,24.7,251.0,129.5,130.8,0.54,90.1,Red Sandy Loam,S36,15.0,86.4,01 03 0E 01D7 00F7 0258 0045 00FB 0082 0083 A604,INTERROGATION
S2730,M010,Full Plantation Master Survey,2026-09-16T20:06:54.345690,11.391683,77.733567,320.2,7.49,1.64,51.6,24.3,318.2,137.4,133.6,0.7,89.7,Saline Sandy Clay,S36,15.0,86.0,01 03 0E 0204 00F3 0668 004B 013E 0089 0086 A026,INTERROGATION
S2731,M010,Full Plantation Master Survey,2026-09-16T20:24:54.345690,11.392582,77.735039,319.9,6.99,0.63,46.8,24.3,328.2,94.9,130.3,0.71,93.4,Red Sandy Loam,S36,15.0,85.5,01 03 0E 01D4 00F3 0276 0046 0148 005F 0082 A741,INTERROGATION
S2732,M010,Full Plantation Master Survey,2026-09-16T20:42:54.345690,11.3924,77.735083,320.3,6.85,0.6,46.1,24.0,321.3,114.7,128.0,0.71,94.5,Red Sandy Loam,S36,15.0,85.0,01 03 0E 01CD 00F0 0258 0044 0141 0073 0080 A750,INTERROGATION
S2733,M010,Full Plantation Master Survey,2026-09-16T21:00:54.345690,11.391353,77.734093,320.9,7.08,1.0,49.1,24.5,319.0,137.9,128.6,0.67,92.7,Red Sandy Loam,S36,15.0,84.6,01 03 0E 01EB 00F5 03E8 0047 013F 008A 0081 A646,INTERROGATION
S2734,M010,Full Plantation Master Survey,2026-09-16T21:18:54.345690,11.392877,77.734748,319.0,7.1,0.57,43.6,24.8,321.1,91.5,129.1,0.72,92.8,Red Sandy Loam,S36,15.0,84.2,01 03 0E 01B4 00F8 023A 0047 0141 005C 0081 A76E,INTERROGATION
S2735,M010,Full Plantation Master Survey,2026-09-16T21:36:54.345690,11.391939,77.734441,320.0,6.94,0.58,46.2,24.4,344.5,144.3,113.3,0.87,97.6,Rich Humus Loam,S36,15.0,83.7,01 03 0E 01CE 00F4 0244 0045 0158 0090 0071 A741,INTERROGATION
S2736,M010,Full Plantation Master Survey,2026-09-16T21:54:54.345690,11.392292,77.733799,319.2,6.43,0.59,47.4,24.6,226.6,129.4,128.7,0.6,88.6,Red Sandy Loam,S36,15.0,83.2,01 03 0E 01DA 00F6 024E 0040 00E3 0081 0081 A602,INTERROGATION
S2737,M010,Full Plantation Master Survey,2026-09-16T22:12:54.345690,11.391905,77.733782,319.8,6.84,1.35,46.3,23.8,326.6,128.2,133.7,0.74,92.2,Saline Sandy Clay,S36,15.0,82.8,01 03 0E 01CF 00EE 0546 0044 0147 0080 0086 A0A1,INTERROGATION
S2738,M010,Full Plantation Master Survey,2026-09-16T22:30:54.345690,11.392166,77.734676,320.2,6.89,0.64,42.4,25.0,330.7,144.9,139.7,0.84,99.0,Rich Humus Loam,S36,15.0,82.3,01 03 0E 01A8 00FA 0280 0045 014B 0091 008C A702,INTERROGATION
S2739,M010,Full Plantation Master Survey,2026-09-16T22:48:54.345690,11.391389,77.733485,320.7,7.29,1.34,47.6,25.5,332.8,132.0,132.9,0.72,92.6,Saline Sandy Clay,S36,15.0,81.9,01 03 0E 01DC 00FF 053C 0049 014D 0084 0085 A0D9,INTERROGATION
S2740,M010,Full Plantation Master Survey,2026-09-16T23:06:54.345690,11.391964,77.73418,319.4,6.38,0.6,55.0,24.8,322.4,124.5,135.1,0.76,95.0,Red Sandy Loam,S36,15.0,81.5,01 03 0E 0226 00F8 0258 0040 0142 007C 0087 A4BC,INTERROGATION
S2741,M010,Full Plantation Master Survey,2026-09-16T23:24:54.345690,11.392238,77.734635,320.0,7.12,0.63,45.5,25.6,344.8,104.4,138.6,0.86,96.8,Rich Humus Loam,S36,15.0,81.0,01 03 0E 01C7 0100 0276 0047 0159 0068 008B A68F,INTERROGATION
S2742,M010,Full Plantation Master Survey,2026-09-16T23:42:54.345690,11.393,77.733811,317.8,6.86,0.6,43.0,24.7,269.2,136.8,130.0,0.57,91.9,Red Sandy Loam,S36,15.0,80.5,01 03 0E 01AE 00F7 0258 0045 010D 0089 0082 A781,INTERROGATION
S2743,M010,Full Plantation Master Survey,2026-09-17T00:00:54.345690,11.391735,77.734607,320.6,6.82,0.61,40.5,24.5,319.8,139.9,80.0,0.76,93.2,Red Sandy Loam,S36,15.0,80.1,01 03 0E 0195 00F5 0262 0044 0140 008C 0050 A719,INTERROGATION
S2744,M010,Full Plantation Master Survey,2026-09-17T00:18:54.345690,11.391882,77.734232,319.6,6.6,0.65,55.0,23.5,315.8,132.1,136.8,0.76,96.9,Red Sandy Loam,S36,15.0,79.7,01 03 0E 0226 00EB 028A 0042 013C 0084 0089 A4F7,INTERROGATION
S2745,M010,Full Plantation Master Survey,2026-09-17T00:36:54.345690,11.39185,77.733483,319.8,7.32,1.34,44.8,24.5,329.9,132.2,131.0,0.72,92.3,Saline Sandy Clay,S36,15.0,79.2,01 03 0E 01C0 00F5 053C 0049 014A 0084 0083 A0CE,INTERROGATION
S2746,M010,Full Plantation Master Survey,2026-09-17T00:54:54.345690,11.39184,77.734871,321.0,6.89,0.65,44.5,25.1,327.0,135.9,88.4,0.69,93.1,Red Sandy Loam,S36,15.0,78.8,01 03 0E 01BD 00FB 028A 0045 0147 0088 0058 A7DD,INTERROGATION
S2747,M010,Full Plantation Master Survey,2026-09-17T01:12:54.345690,11.391396,77.73386,320.7,7.37,1.44,48.7,25.1,332.2,135.0,135.5,0.74,92.5,Saline Sandy Clay,S36,15.0,78.3,01 03 0E 01E7 00FB 05A0 004A 014C 0087 0088 A076,INTERROGATION
S2748,M010,Full Plantation Master Survey,2026-09-17T01:30:54.345690,11.392507,77.734348,319.4,6.96,0.62,45.2,24.8,330.4,95.9,137.7,0.72,94.3,Red Sandy Loam,S36,15.0,77.8,01 03 0E 01C4 00F8 026C 0046 014A 0060 008A A775,INTERROGATION
S2749,M010,Full Plantation Master Survey,2026-09-17T01:48:54.345690,11.3922,77.734175,319.5,6.24,0.6,47.9,24.7,314.6,130.2,136.7,0.72,93.0,Red Sandy Loam,S36,15.0,77.4,01 03 0E 01DF 00F7 0258 003E 013B 0082 0089 A7BD,INTERROGATION
S2750,M010,Full Plantation Master Survey,2026-09-17T02:06:54.345690,11.392117,77.73428,319.5,6.51,0.57,49.1,25.6,327.3,139.8,137.0,0.88,98.6,Rich Humus Loam,Kanva-2,15.0,77.0,01 03 0E 01EB 0100 023A 0041 0147 008C 0089 A611,INTERROGATION
S2751,M010,Full Plantation Master Survey,2026-09-17T02:24:54.345690,11.39159,77.734962,321.7,6.83,0.61,41.2,25.8,330.4,135.4,90.2,0.67,93.1,Red Sandy Loam,Kanva-2,15.0,76.5,01 03 0E 019C 0102 0262 0044 014A 0087 005A A6EC,INTERROGATION
S2752,M010,Full Plantation Master Survey,2026-09-17T02:42:54.345690,11.392503,77.734838,319.7,7.04,0.57,44.1,25.5,339.6,79.2,137.5,0.73,93.6,Red Sandy Loam,Kanva-2,15.0,76.0,01 03 0E 01B9 00FF 023A 0046 0154 004F 008A A768,INTERROGATION
S2753,M010,Full Plantation Master Survey,2026-09-17T03:00:54.345690,11.392305,77.733548,319.0,6.85,0.64,46.1,25.5,243.9,135.8,135.5,0.53,90.5,Red Sandy Loam,Kanva-2,15.0,75.6,01 03 0E 01CD 00FF 0280 0044 00F4 0088 0088 A6C1,INTERROGATION
S2754,M010,Full Plantation Master Survey,2026-09-17T03:18:54.345690,11.392245,77.734701,320.0,7.09,0.59,45.3,24.9,331.0,105.8,135.9,0.78,95.8,Red Sandy Loam,Kanva-2,15.0,75.2,01 03 0E 01C5 00F9 024E 0047 014B 006A 0088 A75F,INTERROGATION
S2755,M010,Full Plantation Master Survey,2026-09-17T03:36:54.345690,11.391452,77.733724,320.8,7.47,1.63,49.7,26.0,334.6,134.3,135.8,0.72,90.8,Saline Sandy Clay,Kanva-2,15.0,74.7,01 03 0E 01F1 0104 065E 004B 014F 0086 0088 A262,INTERROGATION
S2756,M010,Full Plantation Master Survey,2026-09-17T03:54:54.345690,11.391225,77.735044,322.5,6.8,0.59,43.2,26.1,329.2,130.7,108.1,0.69,94.3,Red Sandy Loam,Kanva-2,15.0,74.2,01 03 0E 01B0 0105 024E 0044 0149 0083 006C A6DA,INTERROGATION
S2757,M010,Full Plantation Master Survey,2026-09-17T04:12:54.345690,11.391395,77.733919,320.9,7.26,1.39,44.9,25.6,329.7,138.0,130.8,0.75,92.7,Saline Sandy Clay,Kanva-2,15.0,73.8,01 03 0E 01C1 0100 056E 0049 014A 008A 0083 A166,INTERROGATION
S2758,M010,Full Plantation Master Survey,2026-09-17T04:30:54.345690,11.39139,77.734535,321.5,6.89,0.6,45.6,25.5,325.9,130.6,89.4,0.69,92.7,Red Sandy Loam,Kanva-2,15.0,73.3,01 03 0E 01C8 00FF 0258 0045 0146 0083 0059 A775,INTERROGATION
S2759,M010,Full Plantation Master Survey,2026-09-17T04:48:54.345690,11.392014,77.733729,319.6,6.36,0.65,45.4,26.4,315.8,127.8,139.4,0.71,94.4,Red Sandy Loam,Kanva-2,15.0,72.9,01 03 0E 01C6 0108 028A 0040 013C 0080 008B A6F0,INTERROGATION
S2760,M010,Full Plantation Master Survey,2026-09-17T05:06:54.345690,11.392705,77.734921,319.4,6.92,0.59,48.0,26.7,325.5,84.0,134.7,0.72,92.9,Red Sandy Loam,Kanva-2,15.0,72.5,01 03 0E 01E0 010B 024E 0045 0146 0054 0087 A6B6,INTERROGATION
S2761,M010,Full Plantation Master Survey,2026-09-17T05:24:54.345690,11.39273,77.73437,318.9,6.92,0.6,40.3,26.6,324.1,97.0,125.2,0.7,92.9,Red Sandy Loam,Kanva-2,15.0,72.0,01 03 0E 0193 010A 0258 0045 0144 0061 007D A61F,INTERROGATION
S2762,M010,Full Plantation Master Survey,2026-09-17T05:42:54.345690,11.39141,77.734495,321.2,6.86,0.59,40.3,25.7,335.9,140.2,87.3,0.66,93.4,Red Sandy Loam,Kanva-2,15.0,71.5,01 03 0E 0193 0101 024E 0045 0150 008C 0057 A6D1,INTERROGATION
S2763,M010,Full Plantation Master Survey,2026-09-17T06:00:54.345690,11.392942,77.734515,318.7,6.99,0.63,44.0,26.5,330.1,100.8,133.0,0.7,94.1,Red Sandy Loam,Kanva-2,15.0,71.1,01 03 0E 01B8 0109 0276 0046 014A 0065 0085 A6E8,INTERROGATION
S2764,M010,Full Plantation Master Survey,2026-09-17T06:18:54.345690,11.391787,77.734478,320.3,6.76,0.66,45.0,26.2,319.8,132.2,95.9,0.79,94.2,Red Sandy Loam,Kanva-2,15.0,70.7,01 03 0E 01C2 0106 0294 0044 0140 0084 0060 A673,INTERROGATION
